[rosmaster.main][INFO] 2017-10-09 10:13:57,128: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2017-10-09 10:13:57,128: Starting ROS Master Node
[rosmaster.master][INFO] 2017-10-09 10:13:57,691: +SERVICE [/republish_tfs] /tf2_web_republisher http://ip-172-31-19-100:58507/
[rosmaster.master][INFO] 2017-10-09 10:13:57,695: +PUB [/tf2_web_republisher/result] /tf2_web_republisher http://ip-172-31-19-100:58507/
[rosmaster.master][INFO] 2017-10-09 10:13:57,700: +PUB [/tf2_web_republisher/feedback] /tf2_web_republisher http://ip-172-31-19-100:58507/
[rosmaster.master][INFO] 2017-10-09 10:13:57,704: +PUB [/tf2_web_republisher/status] /tf2_web_republisher http://ip-172-31-19-100:58507/
[rosmaster.master][INFO] 2017-10-09 10:13:57,715: +SUB [/tf2_web_republisher/goal] /tf2_web_republisher http://ip-172-31-19-100:58507/
[rosmaster.master][INFO] 2017-10-09 10:13:57,722: +SUB [/tf2_web_republisher/cancel] /tf2_web_republisher http://ip-172-31-19-100:58507/
[rosmaster.master][INFO] 2017-10-09 10:13:57,733: publisherUpdate[/rosout] -> http://ip-172-31-19-100:39968/
[rosmaster.master][INFO] 2017-10-09 10:13:59,190: +PARAM [/roslaunch/uris/host_ip_172_31_19_100__58325] by /roslaunch
[rosmaster.master][INFO] 2017-10-09 10:13:59,197: +PARAM [/rosbridge_websocket/port] by /roslaunch
[rosmaster.master][INFO] 2017-10-09 10:13:59,201: +PARAM [/rosdistro] by /roslaunch
[rosmaster.master][INFO] 2017-10-09 10:13:59,206: +PARAM [/rosbridge_websocket/fragment_timeout] by /roslaunch
[rosmaster.master][INFO] 2017-10-09 10:13:59,210: +PARAM [/rosbridge_websocket/delay_between_messages] by /roslaunch
[rosmaster.master][INFO] 2017-10-09 10:13:59,213: +PARAM [/rosversion] by /roslaunch
[rosmaster.master][INFO] 2017-10-09 10:13:59,217: +PARAM [/rosbridge_websocket/authenticate] by /roslaunch
[rosmaster.master][INFO] 2017-10-09 10:13:59,220: +PARAM [/rosbridge_websocket/retry_startup_delay] by /roslaunch
[rosmaster.master][INFO] 2017-10-09 10:13:59,224: +PARAM [/rosbridge_websocket/address] by /roslaunch
[rosmaster.master][INFO] 2017-10-09 10:13:59,227: +PARAM [/rosbridge_websocket/max_message_size] by /roslaunch
[rosmaster.master][INFO] 2017-10-09 10:13:59,420: +PUB [/rosout] /marker_publisher http://ip-172-31-19-100:47605/
[rosmaster.master][INFO] 2017-10-09 10:13:59,428: +SERVICE [/marker_publisher/get_loggers] /marker_publisher http://ip-172-31-19-100:47605/
[rosmaster.master][INFO] 2017-10-09 10:13:59,432: +SERVICE [/marker_publisher/set_logger_level] /marker_publisher http://ip-172-31-19-100:47605/
[rosmaster.master][INFO] 2017-10-09 10:13:59,436: publisherUpdate[/rosout] -> http://ip-172-31-19-100:39968/
[rosmaster.master][INFO] 2017-10-09 10:13:59,438: +PUB [/visualization_marker] /marker_publisher http://ip-172-31-19-100:47605/
[rosmaster.master][INFO] 2017-10-09 10:14:00,050: +PUB [/rosout] /rosbridge_websocket http://ip-172-31-19-100:35694/
[rosmaster.master][INFO] 2017-10-09 10:14:00,069: +PUB [/rosout] /rosapi http://ip-172-31-19-100:50172/
[rosmaster.master][INFO] 2017-10-09 10:14:00,073: +SERVICE [/rosbridge_websocket/get_loggers] /rosbridge_websocket http://ip-172-31-19-100:35694/
[rosmaster.master][INFO] 2017-10-09 10:14:00,080: +SERVICE [/rosbridge_websocket/set_logger_level] /rosbridge_websocket http://ip-172-31-19-100:35694/
[rosmaster.master][INFO] 2017-10-09 10:14:00,087: +SERVICE [/rosapi/get_loggers] /rosapi http://ip-172-31-19-100:50172/
[rosmaster.master][INFO] 2017-10-09 10:14:00,094: +SERVICE [/rosapi/set_logger_level] /rosapi http://ip-172-31-19-100:50172/
[rosmaster.master][INFO] 2017-10-09 10:14:00,105: +SERVICE [/rosapi/topics] /rosapi http://ip-172-31-19-100:50172/
[rosmaster.master][INFO] 2017-10-09 10:14:00,111: +SERVICE [/rosapi/topics_for_type] /rosapi http://ip-172-31-19-100:50172/
[rosmaster.master][INFO] 2017-10-09 10:14:00,116: +SERVICE [/rosapi/services] /rosapi http://ip-172-31-19-100:50172/
[rosmaster.master][INFO] 2017-10-09 10:14:00,122: +SERVICE [/rosapi/services_for_type] /rosapi http://ip-172-31-19-100:50172/
[rosmaster.master][INFO] 2017-10-09 10:14:00,128: +SERVICE [/rosapi/nodes] /rosapi http://ip-172-31-19-100:50172/
[rosmaster.master][INFO] 2017-10-09 10:14:00,134: +SERVICE [/rosapi/node_details] /rosapi http://ip-172-31-19-100:50172/
[rosmaster.master][INFO] 2017-10-09 10:14:00,138: publisherUpdate[/rosout] -> http://ip-172-31-19-100:39968/
[rosmaster.master][INFO] 2017-10-09 10:14:00,146: +SERVICE [/rosapi/topic_type] /rosapi http://ip-172-31-19-100:50172/
[rosmaster.master][INFO] 2017-10-09 10:14:00,150: publisherUpdate[/rosout] -> http://ip-172-31-19-100:39968/
[rosmaster.master][INFO] 2017-10-09 10:14:00,155: +SERVICE [/rosapi/service_type] /rosapi http://ip-172-31-19-100:50172/
[rosmaster.master][INFO] 2017-10-09 10:14:00,168: +SERVICE [/rosapi/publishers] /rosapi http://ip-172-31-19-100:50172/
[rosmaster.master][INFO] 2017-10-09 10:14:00,173: +SERVICE [/rosapi/subscribers] /rosapi http://ip-172-31-19-100:50172/
[rosmaster.master][INFO] 2017-10-09 10:14:00,178: +SERVICE [/rosapi/service_providers] /rosapi http://ip-172-31-19-100:50172/
[rosmaster.master][INFO] 2017-10-09 10:14:00,184: +SERVICE [/rosapi/service_node] /rosapi http://ip-172-31-19-100:50172/
[rosmaster.master][INFO] 2017-10-09 10:14:00,189: +SERVICE [/rosapi/service_host] /rosapi http://ip-172-31-19-100:50172/
[rosmaster.master][INFO] 2017-10-09 10:14:00,193: +SERVICE [/rosapi/message_details] /rosapi http://ip-172-31-19-100:50172/
[rosmaster.master][INFO] 2017-10-09 10:14:00,199: +SERVICE [/rosapi/service_request_details] /rosapi http://ip-172-31-19-100:50172/
[rosmaster.master][INFO] 2017-10-09 10:14:00,212: +SERVICE [/rosapi/service_response_details] /rosapi http://ip-172-31-19-100:50172/
[rosmaster.master][INFO] 2017-10-09 10:14:00,217: +SERVICE [/rosapi/set_param] /rosapi http://ip-172-31-19-100:50172/
[rosmaster.master][INFO] 2017-10-09 10:14:00,222: +SERVICE [/rosapi/get_param] /rosapi http://ip-172-31-19-100:50172/
[rosmaster.master][INFO] 2017-10-09 10:14:00,227: +SERVICE [/rosapi/has_param] /rosapi http://ip-172-31-19-100:50172/
[rosmaster.master][INFO] 2017-10-09 10:14:00,233: +SERVICE [/rosapi/search_param] /rosapi http://ip-172-31-19-100:50172/
[rosmaster.master][INFO] 2017-10-09 10:14:00,239: +SERVICE [/rosapi/delete_param] /rosapi http://ip-172-31-19-100:50172/
[rosmaster.master][INFO] 2017-10-09 10:14:00,247: +SERVICE [/rosapi/get_param_names] /rosapi http://ip-172-31-19-100:50172/
[rosmaster.master][INFO] 2017-10-09 10:14:00,253: +SERVICE [/rosapi/get_time] /rosapi http://ip-172-31-19-100:50172/
[rosmaster.master][INFO] 2017-10-09 10:14:08,152: +PUB [/rosout] /project2_solution http://ip-172-31-19-100:46780/
[rosmaster.master][INFO] 2017-10-09 10:14:08,156: publisherUpdate[/rosout] -> http://ip-172-31-19-100:39968/
[rosmaster.master][INFO] 2017-10-09 10:14:08,166: +SERVICE [/project2_solution/get_loggers] /project2_solution http://ip-172-31-19-100:46780/
[rosmaster.master][INFO] 2017-10-09 10:14:08,172: +SERVICE [/project2_solution/set_logger_level] /project2_solution http://ip-172-31-19-100:46780/
[rosmaster.master][INFO] 2017-10-09 10:14:08,181: +PUB [/tf] /project2_solution http://ip-172-31-19-100:46780/
[rosmaster.master][INFO] 2017-10-09 10:14:08,261: publisherUpdate[/tf] -> http://ip-172-31-19-100:58507/
[rosmaster.master][INFO] 2017-10-09 10:26:01,655: +PUB [/rosout] /project2_solution http://ip-172-31-19-100:40493/
[rosmaster.master][INFO] 2017-10-09 10:26:01,665: +SERVICE [/project2_solution/get_loggers] /project2_solution http://ip-172-31-19-100:40493/
[rosmaster.master][INFO] 2017-10-09 10:26:01,670: +SERVICE [/project2_solution/set_logger_level] /project2_solution http://ip-172-31-19-100:40493/
[rosmaster.master][INFO] 2017-10-09 10:26:01,674: publisherUpdate[/rosout] -> http://ip-172-31-19-100:39968/
[rosmaster.master][INFO] 2017-10-09 10:26:01,683: +PUB [/tf] /project2_solution http://ip-172-31-19-100:40493/
[rosmaster.master][INFO] 2017-10-09 10:26:01,686: publisherUpdate[/tf] -> http://ip-172-31-19-100:58507/
[rosmaster.master][INFO] 2017-10-09 10:30:50,197: +PUB [/rosout] /project2_solution http://ip-172-31-19-100:41485/
[rosmaster.master][INFO] 2017-10-09 10:30:50,207: +SERVICE [/project2_solution/get_loggers] /project2_solution http://ip-172-31-19-100:41485/
[rosmaster.master][INFO] 2017-10-09 10:30:50,212: +SERVICE [/project2_solution/set_logger_level] /project2_solution http://ip-172-31-19-100:41485/
[rosmaster.master][INFO] 2017-10-09 10:30:50,220: +PUB [/tf] /project2_solution http://ip-172-31-19-100:41485/
[rosmaster.master][INFO] 2017-10-09 10:30:50,277: publisherUpdate[/rosout] -> http://ip-172-31-19-100:39968/
[rosmaster.master][INFO] 2017-10-09 10:30:50,282: publisherUpdate[/tf] -> http://ip-172-31-19-100:58507/
[rosmaster.master][INFO] 2017-10-09 10:30:50,730: -PUB [/rosout] /project2_solution http://ip-172-31-19-100:41485/
[rosmaster.master][INFO] 2017-10-09 10:30:50,733: -PUB [/tf] /project2_solution http://ip-172-31-19-100:41485/
[rosmaster.master][INFO] 2017-10-09 10:30:50,737: -SERVICE [/project2_solution/get_loggers] /project2_solution rosrpc://ip-172-31-19-100:53612
[rosmaster.master][INFO] 2017-10-09 10:30:50,740: -SERVICE [/project2_solution/set_logger_level] /project2_solution rosrpc://ip-172-31-19-100:53612
[rosmaster.master][INFO] 2017-10-09 10:30:50,787: publisherUpdate[/rosout] -> http://ip-172-31-19-100:39968/
[rosmaster.master][INFO] 2017-10-09 10:30:50,799: publisherUpdate[/tf] -> http://ip-172-31-19-100:58507/
[rosmaster.master][INFO] 2017-10-09 10:31:16,277: +PUB [/rosout] /project2_solution http://ip-172-31-19-100:57038/
[rosmaster.master][INFO] 2017-10-09 10:31:16,289: +SERVICE [/project2_solution/get_loggers] /project2_solution http://ip-172-31-19-100:57038/
[rosmaster.master][INFO] 2017-10-09 10:31:16,293: +SERVICE [/project2_solution/set_logger_level] /project2_solution http://ip-172-31-19-100:57038/
[rosmaster.master][INFO] 2017-10-09 10:31:16,298: +PUB [/tf] /project2_solution http://ip-172-31-19-100:57038/
[rosmaster.master][INFO] 2017-10-09 10:31:16,347: publisherUpdate[/rosout] -> http://ip-172-31-19-100:39968/
[rosmaster.master][INFO] 2017-10-09 10:31:16,351: publisherUpdate[/tf] -> http://ip-172-31-19-100:58507/
[rosmaster.master][INFO] 2017-10-09 10:44:53,412: +PUB [/rosout] /project2_solution http://ip-172-31-19-100:36759/
[rosmaster.master][INFO] 2017-10-09 10:44:53,429: +SERVICE [/project2_solution/get_loggers] /project2_solution http://ip-172-31-19-100:36759/
[rosmaster.master][INFO] 2017-10-09 10:44:53,433: +SERVICE [/project2_solution/set_logger_level] /project2_solution http://ip-172-31-19-100:36759/
[rosmaster.master][INFO] 2017-10-09 10:44:53,459: +PUB [/tf] /project2_solution http://ip-172-31-19-100:36759/
[rosmaster.master][INFO] 2017-10-09 10:45:12,538: +PUB [/rosout] /project2_solution http://ip-172-31-19-100:37954/
[rosmaster.master][INFO] 2017-10-09 10:45:12,557: +SERVICE [/project2_solution/get_loggers] /project2_solution http://ip-172-31-19-100:37954/
[rosmaster.master][INFO] 2017-10-09 10:45:12,561: +SERVICE [/project2_solution/set_logger_level] /project2_solution http://ip-172-31-19-100:37954/
[rosmaster.master][INFO] 2017-10-09 10:45:12,566: +PUB [/tf] /project2_solution http://ip-172-31-19-100:37954/
[rosmaster.master][INFO] 2017-10-09 10:47:45,012: +PUB [/rosout] /project2_solution http://ip-172-31-19-100:38429/
[rosmaster.master][INFO] 2017-10-09 10:47:45,023: +SERVICE [/project2_solution/get_loggers] /project2_solution http://ip-172-31-19-100:38429/
[rosmaster.master][INFO] 2017-10-09 10:47:45,027: +SERVICE [/project2_solution/set_logger_level] /project2_solution http://ip-172-31-19-100:38429/
[rosmaster.master][INFO] 2017-10-09 10:47:45,031: +PUB [/tf] /project2_solution http://ip-172-31-19-100:38429/
[rosmaster.master][INFO] 2017-10-09 10:52:35,037: +PUB [/rosout] /project2_solution http://ip-172-31-19-100:43274/
[rosmaster.master][INFO] 2017-10-09 10:52:35,053: +SERVICE [/project2_solution/get_loggers] /project2_solution http://ip-172-31-19-100:43274/
[rosmaster.master][INFO] 2017-10-09 10:52:35,057: +SERVICE [/project2_solution/set_logger_level] /project2_solution http://ip-172-31-19-100:43274/
[rosmaster.master][INFO] 2017-10-09 10:52:35,062: +PUB [/tf] /project2_solution http://ip-172-31-19-100:43274/
[rosmaster.master][INFO] 2017-10-09 10:52:35,572: -PUB [/rosout] /project2_solution http://ip-172-31-19-100:43274/
[rosmaster.master][INFO] 2017-10-09 10:52:35,582: -PUB [/tf] /project2_solution http://ip-172-31-19-100:43274/
[rosmaster.master][INFO] 2017-10-09 10:52:35,585: -SERVICE [/project2_solution/get_loggers] /project2_solution rosrpc://ip-172-31-19-100:44842
[rosmaster.master][INFO] 2017-10-09 10:52:35,589: -SERVICE [/project2_solution/set_logger_level] /project2_solution rosrpc://ip-172-31-19-100:44842
[rosmaster.master][INFO] 2017-10-09 10:52:55,042: +PUB [/rosout] /project2_solution http://ip-172-31-19-100:38853/
[rosmaster.master][INFO] 2017-10-09 10:52:55,069: +SERVICE [/project2_solution/get_loggers] /project2_solution http://ip-172-31-19-100:38853/
[rosmaster.master][INFO] 2017-10-09 10:52:55,074: +SERVICE [/project2_solution/set_logger_level] /project2_solution http://ip-172-31-19-100:38853/
[rosmaster.master][INFO] 2017-10-09 10:52:55,078: +PUB [/tf] /project2_solution http://ip-172-31-19-100:38853/
[rosmaster.master][INFO] 2017-10-09 10:55:03,295: -PUB [/rosout] /project2_solution http://ip-172-31-19-100:38853/
[rosmaster.master][INFO] 2017-10-09 10:55:03,295: -PUB [/tf] /project2_solution http://ip-172-31-19-100:38853/
[rosmaster.master][INFO] 2017-10-09 10:55:03,299: -SERVICE [/project2_solution/get_loggers] /project2_solution rosrpc://ip-172-31-19-100:33003
[rosmaster.master][INFO] 2017-10-09 10:55:03,303: -SERVICE [/project2_solution/set_logger_level] /project2_solution rosrpc://ip-172-31-19-100:33003
[rosmaster.master][INFO] 2017-10-09 10:55:10,035: +PUB [/rosout] /project2_solution http://ip-172-31-19-100:57991/
[rosmaster.master][INFO] 2017-10-09 10:55:10,048: +SERVICE [/project2_solution/get_loggers] /project2_solution http://ip-172-31-19-100:57991/
[rosmaster.master][INFO] 2017-10-09 10:55:10,053: +SERVICE [/project2_solution/set_logger_level] /project2_solution http://ip-172-31-19-100:57991/
[rosmaster.master][INFO] 2017-10-09 10:55:10,057: +PUB [/tf] /project2_solution http://ip-172-31-19-100:57991/
[rosmaster.master][INFO] 2017-10-09 11:12:54,080: +PUB [/rosout] /project2_solution http://ip-172-31-19-100:49396/
[rosmaster.master][INFO] 2017-10-09 11:12:54,096: +SERVICE [/project2_solution/get_loggers] /project2_solution http://ip-172-31-19-100:49396/
[rosmaster.master][INFO] 2017-10-09 11:12:54,100: +SERVICE [/project2_solution/set_logger_level] /project2_solution http://ip-172-31-19-100:49396/
[rosmaster.master][INFO] 2017-10-09 11:12:54,108: +PUB [/tf] /project2_solution http://ip-172-31-19-100:49396/
[rosmaster.master][INFO] 2017-10-09 11:12:54,619: -PUB [/rosout] /project2_solution http://ip-172-31-19-100:49396/
[rosmaster.master][INFO] 2017-10-09 11:12:54,623: -PUB [/tf] /project2_solution http://ip-172-31-19-100:49396/
[rosmaster.master][INFO] 2017-10-09 11:12:54,627: -SERVICE [/project2_solution/get_loggers] /project2_solution rosrpc://ip-172-31-19-100:44234
[rosmaster.master][INFO] 2017-10-09 11:12:54,630: -SERVICE [/project2_solution/set_logger_level] /project2_solution rosrpc://ip-172-31-19-100:44234
[rosmaster.master][INFO] 2017-10-09 11:29:31,002: +PUB [/rosout] /project2_solution http://ip-172-31-19-100:42794/
[rosmaster.master][INFO] 2017-10-09 11:29:31,012: +SERVICE [/project2_solution/get_loggers] /project2_solution http://ip-172-31-19-100:42794/
[rosmaster.master][INFO] 2017-10-09 11:29:31,017: +SERVICE [/project2_solution/set_logger_level] /project2_solution http://ip-172-31-19-100:42794/
[rosmaster.master][INFO] 2017-10-09 11:29:31,028: +PUB [/tf] /project2_solution http://ip-172-31-19-100:42794/
[rosmaster.master][INFO] 2017-10-09 11:29:31,538: -PUB [/rosout] /project2_solution http://ip-172-31-19-100:42794/
[rosmaster.master][INFO] 2017-10-09 11:29:31,542: -PUB [/tf] /project2_solution http://ip-172-31-19-100:42794/
[rosmaster.master][INFO] 2017-10-09 11:29:31,545: -SERVICE [/project2_solution/get_loggers] /project2_solution rosrpc://ip-172-31-19-100:37196
[rosmaster.master][INFO] 2017-10-09 11:29:31,549: -SERVICE [/project2_solution/set_logger_level] /project2_solution rosrpc://ip-172-31-19-100:37196
[rosmaster.master][INFO] 2017-10-09 11:29:55,604: +PUB [/rosout] /project2_solution http://ip-172-31-19-100:41909/
[rosmaster.master][INFO] 2017-10-09 11:29:55,617: +SERVICE [/project2_solution/get_loggers] /project2_solution http://ip-172-31-19-100:41909/
[rosmaster.master][INFO] 2017-10-09 11:29:55,621: +SERVICE [/project2_solution/set_logger_level] /project2_solution http://ip-172-31-19-100:41909/
[rosmaster.master][INFO] 2017-10-09 11:29:55,626: +PUB [/tf] /project2_solution http://ip-172-31-19-100:41909/
[rosmaster.master][INFO] 2017-10-09 11:29:56,136: -PUB [/rosout] /project2_solution http://ip-172-31-19-100:41909/
[rosmaster.master][INFO] 2017-10-09 11:29:56,140: -PUB [/tf] /project2_solution http://ip-172-31-19-100:41909/
[rosmaster.master][INFO] 2017-10-09 11:29:56,143: -SERVICE [/project2_solution/get_loggers] /project2_solution rosrpc://ip-172-31-19-100:39813
[rosmaster.master][INFO] 2017-10-09 11:29:56,147: -SERVICE [/project2_solution/set_logger_level] /project2_solution rosrpc://ip-172-31-19-100:39813
[rosmaster.master][INFO] 2017-10-09 11:30:25,403: +PUB [/rosout] /project2_solution http://ip-172-31-19-100:58785/
[rosmaster.master][INFO] 2017-10-09 11:30:25,413: +SERVICE [/project2_solution/get_loggers] /project2_solution http://ip-172-31-19-100:58785/
[rosmaster.master][INFO] 2017-10-09 11:30:25,417: +SERVICE [/project2_solution/set_logger_level] /project2_solution http://ip-172-31-19-100:58785/
[rosmaster.master][INFO] 2017-10-09 11:30:25,427: +PUB [/tf] /project2_solution http://ip-172-31-19-100:58785/
[rosmaster.master][INFO] 2017-10-09 11:30:25,938: -PUB [/rosout] /project2_solution http://ip-172-31-19-100:58785/
[rosmaster.master][INFO] 2017-10-09 11:30:25,942: -PUB [/tf] /project2_solution http://ip-172-31-19-100:58785/
[rosmaster.master][INFO] 2017-10-09 11:30:25,946: -SERVICE [/project2_solution/get_loggers] /project2_solution rosrpc://ip-172-31-19-100:52772
[rosmaster.master][INFO] 2017-10-09 11:30:25,949: -SERVICE [/project2_solution/set_logger_level] /project2_solution rosrpc://ip-172-31-19-100:52772
[rosmaster.master][INFO] 2017-10-09 11:30:47,337: +PUB [/rosout] /project2_solution http://ip-172-31-19-100:60889/
[rosmaster.master][INFO] 2017-10-09 11:30:47,354: +SERVICE [/project2_solution/get_loggers] /project2_solution http://ip-172-31-19-100:60889/
[rosmaster.master][INFO] 2017-10-09 11:30:47,363: +SERVICE [/project2_solution/set_logger_level] /project2_solution http://ip-172-31-19-100:60889/
[rosmaster.master][INFO] 2017-10-09 11:30:47,367: +PUB [/tf] /project2_solution http://ip-172-31-19-100:60889/
[rosmaster.master][INFO] 2017-10-09 11:35:22,542: +PUB [/rosout] /project2_solution http://ip-172-31-19-100:36736/
[rosmaster.master][INFO] 2017-10-09 11:35:22,556: +SERVICE [/project2_solution/get_loggers] /project2_solution http://ip-172-31-19-100:36736/
[rosmaster.master][INFO] 2017-10-09 11:35:22,561: +SERVICE [/project2_solution/set_logger_level] /project2_solution http://ip-172-31-19-100:36736/
[rosmaster.master][INFO] 2017-10-09 11:35:22,566: +PUB [/tf] /project2_solution http://ip-172-31-19-100:36736/
[rosmaster.master][INFO] 2017-10-09 11:38:19,619: +PUB [/rosout] /project2_solution http://ip-172-31-19-100:48179/
[rosmaster.master][INFO] 2017-10-09 11:38:19,629: +SERVICE [/project2_solution/get_loggers] /project2_solution http://ip-172-31-19-100:48179/
[rosmaster.master][INFO] 2017-10-09 11:38:19,634: +SERVICE [/project2_solution/set_logger_level] /project2_solution http://ip-172-31-19-100:48179/
[rosmaster.master][INFO] 2017-10-09 11:38:19,638: +PUB [/tf] /project2_solution http://ip-172-31-19-100:48179/
[rosmaster.master][INFO] 2017-10-09 11:38:20,148: -PUB [/rosout] /project2_solution http://ip-172-31-19-100:48179/
[rosmaster.master][INFO] 2017-10-09 11:38:20,152: -PUB [/tf] /project2_solution http://ip-172-31-19-100:48179/
[rosmaster.master][INFO] 2017-10-09 11:38:20,157: -SERVICE [/project2_solution/get_loggers] /project2_solution rosrpc://ip-172-31-19-100:42865
[rosmaster.master][INFO] 2017-10-09 11:38:20,162: -SERVICE [/project2_solution/set_logger_level] /project2_solution rosrpc://ip-172-31-19-100:42865
[rosmaster.master][INFO] 2017-10-09 11:38:39,717: +PUB [/rosout] /project2_solution http://ip-172-31-19-100:48419/
[rosmaster.master][INFO] 2017-10-09 11:38:39,733: +SERVICE [/project2_solution/get_loggers] /project2_solution http://ip-172-31-19-100:48419/
[rosmaster.master][INFO] 2017-10-09 11:38:39,738: +SERVICE [/project2_solution/set_logger_level] /project2_solution http://ip-172-31-19-100:48419/
[rosmaster.master][INFO] 2017-10-09 11:38:39,743: +PUB [/tf] /project2_solution http://ip-172-31-19-100:48419/
[rosmaster.master][INFO] 2017-10-09 11:38:40,253: -PUB [/rosout] /project2_solution http://ip-172-31-19-100:48419/
[rosmaster.master][INFO] 2017-10-09 11:38:40,257: -PUB [/tf] /project2_solution http://ip-172-31-19-100:48419/
[rosmaster.master][INFO] 2017-10-09 11:38:40,268: -SERVICE [/project2_solution/get_loggers] /project2_solution rosrpc://ip-172-31-19-100:46817
[rosmaster.master][INFO] 2017-10-09 11:38:40,271: -SERVICE [/project2_solution/set_logger_level] /project2_solution rosrpc://ip-172-31-19-100:46817
[rosmaster.master][INFO] 2017-10-09 11:38:49,833: +PUB [/rosout] /project2_solution http://ip-172-31-19-100:55982/
[rosmaster.master][INFO] 2017-10-09 11:38:49,843: +SERVICE [/project2_solution/get_loggers] /project2_solution http://ip-172-31-19-100:55982/
[rosmaster.master][INFO] 2017-10-09 11:38:49,847: +SERVICE [/project2_solution/set_logger_level] /project2_solution http://ip-172-31-19-100:55982/
[rosmaster.master][INFO] 2017-10-09 11:38:49,852: +PUB [/tf] /project2_solution http://ip-172-31-19-100:55982/
[rosmaster.master][INFO] 2017-10-09 11:41:40,006: +PUB [/rosout] /project2_solution http://ip-172-31-19-100:39798/
[rosmaster.master][INFO] 2017-10-09 11:41:40,016: +SERVICE [/project2_solution/get_loggers] /project2_solution http://ip-172-31-19-100:39798/
[rosmaster.master][INFO] 2017-10-09 11:41:40,028: +SERVICE [/project2_solution/set_logger_level] /project2_solution http://ip-172-31-19-100:39798/
[rosmaster.master][INFO] 2017-10-09 11:41:40,032: +PUB [/tf] /project2_solution http://ip-172-31-19-100:39798/
[rosmaster.master][INFO] 2017-10-09 11:41:53,229: +PUB [/rosout] /project2_solution http://ip-172-31-19-100:53887/
[rosmaster.master][INFO] 2017-10-09 11:41:53,242: +SERVICE [/project2_solution/get_loggers] /project2_solution http://ip-172-31-19-100:53887/
[rosmaster.master][INFO] 2017-10-09 11:41:53,247: +SERVICE [/project2_solution/set_logger_level] /project2_solution http://ip-172-31-19-100:53887/
[rosmaster.master][INFO] 2017-10-09 11:41:53,251: +PUB [/tf] /project2_solution http://ip-172-31-19-100:53887/
[rosmaster.master][INFO] 2017-10-09 11:50:06,603: +PUB [/rosout] /project2_solution http://ip-172-31-19-100:35205/
[rosmaster.master][INFO] 2017-10-09 11:50:06,613: +SERVICE [/project2_solution/get_loggers] /project2_solution http://ip-172-31-19-100:35205/
[rosmaster.master][INFO] 2017-10-09 11:50:06,618: +SERVICE [/project2_solution/set_logger_level] /project2_solution http://ip-172-31-19-100:35205/
[rosmaster.master][INFO] 2017-10-09 11:50:06,622: +PUB [/tf] /project2_solution http://ip-172-31-19-100:35205/
[rosmaster.master][INFO] 2017-10-09 11:52:33,828: +PUB [/rosout] /project2_solution http://ip-172-31-19-100:34315/
[rosmaster.master][INFO] 2017-10-09 11:52:33,840: +SERVICE [/project2_solution/get_loggers] /project2_solution http://ip-172-31-19-100:34315/
[rosmaster.master][INFO] 2017-10-09 11:52:33,844: +SERVICE [/project2_solution/set_logger_level] /project2_solution http://ip-172-31-19-100:34315/
